,Class 1,Class 2,Class 3,Class 4,Class 5,Class 6
strain.39,0.3046815495663644,0.0,0.0037116287181181984,7.959346223389985e-05,-0.047523398444429196,0.0
strain.390,0.0,0.0,0.0,0.0003084869068116526,0.0,0.0
strain.391,-0.00033223772560009985,0.003647455229737505,-0.0032084679327508843,0.36200962572080186,-0.7684352208321226,-0.0010769308553294694
strain.392,-0.006728588404884736,1.0417047186713437,9.865604360906369e-05,0.0,0.22046725827605407,0.0
strain.393,0.0,0.0,0.006698790212389127,0.0,0.0,0.0
strain.394,0.0005897317495475554,0.0,0.0020238335963763425,-0.28442136681565466,-0.34572822526762764,-0.003374074639295951
strain.395,0.007578985088257984,0.0,0.0,0.005008006047015846,0.0,0.028847346278140607
strain.396,1.6887117284519855,0.0,0.0,-1.42578393216696,0.0,0.0
strain.397,0.0,0.0,0.0,0.0,-0.004652265589659744,7.827482174328483e-05
strain.398,0.0,0.00045334135361587834,-0.013663955282491338,0.0,0.0,0.0
strain.399,0.4850208271477103,0.0,0.004760056862771773,0.00516304757224865,-1.243632051692637,0.0
strain.4,-0.0006115056853538117,0.0,0.0,0.003673577290082984,0.0,0.0
strain.40,0.0005023655454453899,-0.0010367936814620231,-0.549052991700755,0.0,0.0,0.0
strain.400,0.0,0.0,0.0,0.0,0.0,0.0
strain.401,-0.0007066957973158424,0.0,0.0,0.0,0.15798392148548146,0.0
strain.402,-0.002041510477255477,0.0,0.0,0.0,0.0,0.0
strain.403,0.0,0.0,0.0,0.1032551998357651,-0.3374000493070522,0.0
strain.404,0.0,0.0,-0.0012682573012408823,0.0,0.41119544757038,0.0
strain.405,-1.7915198772122234,0.00018717400703796615,0.9272397550928089,0.0,0.0,0.007752491306014639
strain.406,-0.1971500459991234,0.0,0.0,0.0,1.1615861056875711,-0.5524353848265114
strain.407,0.0,0.0,0.0,0.0,0.007859801037815405,0.0
strain.408,0.4633739168105293,0.0,0.0,0.0,-0.12466820326075684,-0.4081275759950001
strain.41,0.0,0.0,0.0,-0.9640203723054952,0.005985056448259003,0.001538670578359467
strain.414,0.04450985018824541,0.0,0.0,-0.00738115182242794,0.0,0.0
strain.415,0.019491024541976442,0.046890818339361824,0.0,0.0,0.0,0.0
strain.416,-0.8180252547105805,0.8399668738072188,0.0,1.6639307685703457,0.0,-0.8492970537074995
strain.418,-0.0014410512225633148,0.0,0.0,2.330067296777015,-0.0011606688282806484,-0.3477705493134531
strain.42,0.0,0.0,0.0,0.015392697274865582,0.0,-8.402520285996996e-05
strain.420,0.0006861883209951198,0.0,0.0,-0.003985791548959394,-0.07611222560163068,0.0
strain.423,-0.6471778861711684,0.25840916561916055,0.342941127349471,4.519352063495619e-05,0.0,0.4038712960659388
strain.424,-0.1001357882382428,-0.304654437309842,0.0,0.2431364506469433,0.0011276879431828472,1.1791355242964037
strain.425,0.0,0.0,0.0,-0.06947371492532942,0.0,0.0
strain.426,-1.4356920603886607,0.0,0.0,0.0,0.0,0.0
strain.427,0.00019562160634780935,-0.0038289578154863616,0.0,0.0,-0.4447652593811652,0.0
strain.428,0.476253331622403,0.0,-0.014434399542458171,0.0,-0.5767495237252807,-0.2608924762143477
strain.43,0.009225821079698373,0.0,0.0,0.0,0.0,0.0
strain.430,1.1070027046650992,-0.6858966469879109,-1.49159944427892e-05,-0.006143834465955296,0.5496133073378721,-0.7892689842106329
strain.431,0.010508237689598687,0.0,-0.20133504912440345,0.0,-0.014359670042211474,0.0
strain.432,0.6749501779344744,0.0,0.0,-1.3036685490759996,-0.004083921439099223,0.5554837124140555
strain.433,0.02052858181692564,0.004423950977702216,0.0,-0.1445994137510675,-0.7445690458563032,0.43355235124789465
strain.436,-0.004486553075304602,0.0,0.0,0.0,0.0,0.0
strain.437,0.0,0.0,0.0,0.0,0.0,0.0
strain.44,-2.163350253296411,0.0,0.52992656192721,0.17294174470509455,0.5448086048339167,0.7719925898664196
strain.45,0.9645235973078295,0.0,0.0,0.0,0.0,0.0
strain.46,-0.22520954988932732,0.06580083364494223,0.0,0.0,-0.037333177570046706,0.019175844724524046
strain.47,0.0,0.0,0.0,-0.7914585700859771,0.0,0.30193413484132414
strain.48,0.0,0.0,0.0,0.0,0.0,0.0
strain.49,0.28181922590659936,0.0,-0.18622486520475104,0.0,0.0,-0.3377606729735141
strain.5,-0.4792954607747509,0.0,0.0,0.07019210315574756,0.22975578014263853,0.10483958767938835
strain.50,0.0,0.0,0.0,-0.0007388860656582129,0.002811973141149303,0.0
strain.51,-0.06055851226459605,0.0,-0.018658402738726314,0.0,0.41332107583667116,0.0
strain.52,-3.728313319384072e-05,0.0,-0.009817442775655027,0.0,0.0,0.0
strain.53,0.0,0.0,0.0,-0.2709742104236481,0.0,0.0
strain.54,-6.24143856869189e-05,0.0,0.0,0.0,0.0,0.0
strain.55,0.0,0.0,-0.07018072856615605,-0.0038070159133994108,0.00036874854263174516,0.0
strain.56,0.006307159168578256,0.0,0.0,-0.012372982499110402,0.0,-0.006383921036915682
strain.57,0.0,0.0,0.0,0.0,0.0,0.0
strain.58,0.0,-0.026951793801534243,0.0,0.0,0.0195433471696464,0.0
strain.59,0.0,0.0,0.0,0.0,0.0,-0.0037402941889133024
strain.6,0.006424977824948929,0.0,0.0,0.0,0.0,0.0
strain.60,-0.14773771401416821,0.0,0.0,0.0,0.003367166105143286,0.0
strain.61,0.0,0.6144434618000209,0.0,0.23873405879932166,-0.9143802638961386,0.0
strain.62,0.0,0.0,0.0,0.0,0.0,0.03741162698531864
strain.63,-0.19798726430362634,0.0025442043216611482,-9.252263273008254e-05,0.30368210074646085,0.9246524442143559,-1.5862732945963394
strain.64,-0.24575159800132307,0.0,0.24734646954463985,-0.1629624800732661,0.008759749355717756,0.04518164061221614
strain.65,1.0184616650437184,0.0,0.005778463700796071,0.09707082619365444,-1.8095121111238477,0.0030864321797860195
strain.66,0.0,0.0,0.0,-0.49705373354818266,0.5879850230931865,-0.298870207661207
strain.67,-0.03766565517300631,0.0,0.0,0.0,0.0,0.0029865722032004238
strain.68,0.001180800108266846,0.0,0.0,0.0,0.0,0.0
strain.69,0.13295375114987462,-0.009050931712174425,0.0,0.0,-0.286006544470092,0.000507425913054917
strain.7,0.0,0.5950057302227559,-0.0004485971556807272,0.0,0.039302358253475965,-0.048377612897289105
strain.70,0.14657853814967742,0.002204852005856213,0.0,0.0,-0.0031607887197332304,-0.00044215922899714527
strain.71,0.0223191088620917,0.0,0.0,0.562001995034132,0.0,-0.7219726140969219
strain.72,-0.0331967678344522,-0.5834214292275984,9.283983619951109e-05,0.0,0.0001808742673468636,0.0
strain.73,0.0,0.0,0.0,0.0,-0.222653432064373,0.0
strain.74,-0.002297494733868553,0.0,0.0,0.0,0.0,-0.031103008497291706
strain.75,0.0,0.028305800367823656,0.021920802760444575,0.0,0.0,0.0
strain.76,-0.12965120228244867,0.0,0.0,-0.0027160034445244717,0.0,0.0
strain.77,-0.1427147151687625,0.0,0.0,0.0,0.26987842308222,0.0
strain.78,0.0,0.0,0.0,-0.1704567281601463,0.0,0.0
strain.79,0.1711667009170442,0.0,-0.008260903633147297,-0.058253798066045116,0.0,-0.0003885852544614139
strain.8,-0.005896098143580342,0.0,0.0,0.16604411621360782,0.0,0.0
strain.80,-0.04099206713669981,0.0,0.6560773056534582,-0.12025467251359231,-0.04417144419908474,-0.0017551120620277827
strain.81,0.6295804377899145,0.0,0.0,0.0,-0.33732257214249745,-0.0928034227201608
strain.82,0.0,0.0,0.0,0.0,0.0,0.0
strain.83,0.0,0.0,0.4013559357263275,-0.010449456218232582,0.0,0.7189982632811995
strain.84,-0.5958886902769386,0.0,0.0001618477041789759,0.6924044888258454,-0.0004672435169129731,0.0
strain.85,-0.06734631009588969,0.0,0.0,0.0,0.0,0.0
strain.86,1.431820451176764,0.0,0.0,-0.04155027942702461,-0.015018681218510568,0.004853633917682647
strain.87,-0.0003321270994682317,1.8869331379353057e-05,0.09253456233130376,0.0,0.0,-0.0019296794213031132
strain.88,-0.04192661582128921,0.0,0.004309752499438202,0.0,0.0,0.43067126702723624
strain.89,0.0,0.01513346420491361,0.0,0.0,0.00117096903175903,0.0
strain.9,0.030402605842711504,0.0,0.0,0.0005277890059305187,-0.7857261107480747,0.28901094180018116
strain.90,-0.06494933794349332,0.3043631987982277,0.0,0.0,0.0,-0.7169413093507443
strain.91,0.0,0.0,0.0,0.0,0.0,0.0
strain.92,-0.33258268556908177,0.00018566434884345834,-0.33950837695080044,0.0006976860910593324,0.22945987249245772,0.0
strain.93,0.22901948281900592,0.0,0.0,-0.29757082071762525,0.678791177201162,-0.9054445948690225
strain.94,-0.3633343168323486,0.0,0.0,0.0,0.031533757604398256,0.0
strain.95,0.565358393150328,0.0,0.0,0.0,-0.07705593974132047,0.0
strain.96,0.0,0.0,0.0,0.0,0.0,0.0
strain.97,-0.005378407125036797,0.0,0.0,0.0,0.4901671535446565,0.0005466696774474348
strain.98,-0.00453021145558413,0.0,0.0,0.0,0.0,-0.0006036652538803475
strain.99,-0.04851130757960665,0.8223684143528689,0.3227566667493057,-0.01033165700420258,0.03828611997048281,-0.43216910249652346
